SU02,21-AUG-2019,2,77,0 days 00:00:23.207792,0 days 00:00:29.705279,0 days 00:00:04,0 days 00:00:13,0 days 00:00:16,0 days 00:00:21,0 days 00:03:12
SU02,21-AUG-2019,3,75,0 days 00:00:26.773333,0 days 00:00:38.102129,0 days 00:00:12,0 days 00:00:14,0 days 00:00:17,0 days 00:00:22.500000,0 days 00:04:47
SU02,21-AUG-2019,4,74,0 days 00:00:16.743243,0 days 00:00:00.439825,0 days 00:00:16,0 days 00:00:16.250000,0 days 00:00:17,0 days 00:00:17,0 days 00:00:17
SU02,21-AUG-2019,5,74,0 days 00:00:19.432432,0 days 00:00:13.183718,0 days 00:00:11,0 days 00:00:15,0 days 00:00:16,0 days 00:00:18.750000,0 days 00:02:01
SU02,21-AUG-2019,6,73,0 days 00:00:11.219178,0 days 00:00:00.416552,0 days 00:00:11,0 days 00:00:11,0 days 00:00:11,0 days 00:00:11,0 days 00:00:12
SU02,21-AUG-2019,7,73,0 days 00:00:09,0 days 00:00:00.235702,0 days 00:00:08,0 days 00:00:09,0 days 00:00:09,0 days 00:00:09,0 days 00:00:10
SU02,21-AUG-2019,8,73,0 days 00:00:10.301369,0 days 00:00:00.462028,0 days 00:00:10,0 days 00:00:10,0 days 00:00:10,0 days 00:00:11,0 days 00:00:11
SU02,22-AUG-2019,1,23,0 days 00:00:04,0 days 00:00:00,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04
SU02,22-AUG-2019,2,23,0 days 00:00:22.217391,0 days 00:00:22.230111,0 days 00:00:12,0 days 00:00:13,0 days 00:00:15,0 days 00:00:17.500000,0 days 00:01:35
SU02,22-AUG-2019,3,23,0 days 00:00:18.478260,0 days 00:00:06.734372,0 days 00:00:13,0 days 00:00:15,0 days 00:00:16,0 days 00:00:19,0 days 00:00:38
SU02,22-AUG-2019,4,23,0 days 00:00:16.869565,0 days 00:00:00.344350,0 days 00:00:16,0 days 00:00:17,0 days 00:00:17,0 days 00:00:17,0 days 00:00:17
SU02,22-AUG-2019,5,23,0 days 00:00:16.347826,0 days 00:00:01.612696,0 days 00:00:14,0 days 00:00:15,0 days 00:00:16,0 days 00:00:17,0 days 00:00:21
SU02,22-AUG-2019,6,23,0 days 00:00:11.260869,0 days 00:00:00.448977,0 days 00:00:11,0 days 00:00:11,0 days 00:00:11,0 days 00:00:11.500000,0 days 00:00:12
SU02,22-AUG-2019,7,23,0 days 00:00:08.956521,0 days 00:00:00.366588,0 days 00:00:08,0 days 00:00:09,0 days 00:00:09,0 days 00:00:09,0 days 00:00:10
SU02,22-AUG-2019,8,23,0 days 00:00:10.565217,0 days 00:00:00.506869,0 days 00:00:10,0 days 00:00:10,0 days 00:00:11,0 days 00:00:11,0 days 00:00:11
SU03,23-AUG-2019,1,123,0 days 00:00:04.048780,0 days 00:00:00.216289,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:05
SU03,23-AUG-2019,8,122,0 days 00:00:09.319672,0 days 00:00:01.791930,0 days 00:00:00,0 days 00:00:09,0 days 00:00:10,0 days 00:00:10,0 days 00:00:10
ZO01,16-AUG-2019,1,125,0 days 00:00:04.008000,0 days 00:00:00.200644,0 days 00:00:03,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:05
ZO01,16-AUG-2019,2,118,0 days 00:00:21.644067,0 days 00:00:28.283825,0 days 00:00:04,0 days 00:00:16,0 days 00:00:17,0 days 00:00:20,0 days 00:05:17
ZO01,16-AUG-2019,5,114,0 days 00:00:06.657894,0 days 00:00:02.205499,0 days 00:00:00,0 days 00:00:06,0 days 00:00:06,0 days 00:00:07,0 days 00:00:21
ZO01,16-AUG-2019,6,112,0 days 00:00:07.928571,0 days 00:00:00.320873,0 days 00:00:07,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08,0 days 00:00:09
ZO01,16-AUG-2019,7,111,0 days 00:00:14.639639,0 days 00:00:43.761293,0 days 00:00:07,0 days 00:00:09,0 days 00:00:10,0 days 00:00:10,0 days 00:07:41
ZO02,21-AUG-2019,1,11,0 days 00:00:04,0 days 00:00:00,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04
ZO02,21-AUG-2019,2,11,0 days 00:00:46.909090,0 days 00:00:47.187825,0 days 00:00:15,0 days 00:00:17,0 days 00:00:22,0 days 00:01:07,0 days 00:02:42
ZO02,21-AUG-2019,5,11,0 days 00:00:05.545454,0 days 00:00:01.863525,0 days 00:00:00,0 days 00:00:06,0 days 00:00:06,0 days 00:00:06,0 days 00:00:07
ZO02,21-AUG-2019,6,11,0 days 00:00:08,0 days 00:00:00,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08
ZO02,21-AUG-2019,7,10,0 days 00:00:09.500000,0 days 00:00:00.527046,0 days 00:00:09,0 days 00:00:09,0 days 00:00:09.500000,0 days 00:00:10,0 days 00:00:10
ZO02,22-AUG-2019,1,42,0 days 00:00:04.023809,0 days 00:00:00.154303,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:05
ZO02,22-AUG-2019,2,42,0 days 00:00:44.880952,0 days 00:02:00.815764,0 days 00:00:13,0 days 00:00:15.250000,0 days 00:00:18.500000,0 days 00:00:32.750000,0 days 00:13:18
ZO02,22-AUG-2019,5,42,0 days 00:00:06.190476,0 days 00:00:00.551631,0 days 00:00:06,0 days 00:00:06,0 days 00:00:06,0 days 00:00:06,0 days 00:00:09
ZO02,22-AUG-2019,6,42,0 days 00:00:07.952380,0 days 00:00:00.308606,0 days 00:00:07,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08,0 days 00:00:09
ZO02,22-AUG-2019,7,42,0 days 00:00:09.761904,0 days 00:00:00.431080,0 days 00:00:09,0 days 00:00:10,0 days 00:00:10,0 days 00:00:10,0 days 00:00:10
ZP01,19-AUG-2019,1,130,0 days 00:00:04.015384,0 days 00:00:00.123553,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:05
ZP01,19-AUG-2019,3,129,0 days 00:00:29.310077,0 days 00:01:40.338318,0 days 00:00:00,0 days 00:00:14,0 days 00:00:15,0 days 00:00:18,0 days 00:18:06
ZP01,19-AUG-2019,4,120,0 days 00:00:20.491666,0 days 00:00:31.525632,0 days 00:00:04,0 days 00:00:14,0 days 00:00:15,0 days 00:00:18,0 days 00:05:12
ZP01,19-AUG-2019,5,111,0 days 00:00:05.864864,0 days 00:00:00.343418,0 days 00:00:05,0 days 00:00:06,0 days 00:00:06,0 days 00:00:06,0 days 00:00:06
ZP01,19-AUG-2019,6,110,0 days 00:00:08.181818,0 days 00:00:00.387459,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08,0 days 00:00:08,0 days 00:00:09
ZP01,19-AUG-2019,7,110,0 days 00:00:09.418181,0 days 00:00:00.596346,0 days 00:00:07,0 days 00:00:09,0 days 00:00:09,0 days 00:00:10,0 days 00:00:10
------------------------------
[result for lead time]:
ORDER,DATE,count,mean,std,min,25%,50%,75%,max
SU01,15-AUG-2019,226,0 days 00:11:14.367256,0 days 00:21:39.438587,0 days 00:03:22,0 days 00:04:12.250000,0 days 00:05:00.500000,0 days 00:07:37.250000,0 days 02:19:25
SU02,21-AUG-2019,73,0 days 00:15:14.246575,0 days 00:34:14.133000,0 days 00:03:41,0 days 00:06:50,0 days 00:09:41,0 days 00:14:32,0 days 04:56:39
SU02,22-AUG-2019,23,0 days 00:05:26.391304,0 days 00:01:46.658221,0 days 00:03:30,0 days 00:04:23.500000,0 days 00:04:58,0 days 00:05:56.500000,0 days 00:10:20
SU03,23-AUG-2019,122,0 days 00:01:46.016393,0 days 00:10:55.257087,0 days 00:00:23,0 days 00:00:27,0 days 00:00:30,0 days 00:00:37.750000,0 days 02:00:38
ZO01,16-AUG-2019,111,0 days 00:04:53.585585,0 days 00:04:17.805369,0 days 00:01:58,0 days 00:02:31,0 days 00:03:20,0 days 00:05:11,0 days 00:22:30
ZO02,21-AUG-2019,10,0 days 00:18:29.400000,0 days 00:07:20.994885,0 days 00:06:39,0 days 00:15:26.750000,0 days 00:17:39,0 days 00:19:12.750000,0 days 00:32:01
ZO02,22-AUG-2019,42,0 days 00:16:34.785714,0 days 00:19:42.226372,0 days 00:03:24,0 days 00:07:06.750000,0 days 00:10:49.500000,0 days 00:13:52.500000,0 days 01:24:28
ZP01,19-AUG-2019,110,0 days 00:06:24.409090,0 days 00:05:39.444940,0 days 00:02:35,0 days 00:03:25.500000,0 days 00:04:31,0 days 00:06:43.500000,0 days 00:33:29
------------------------------
[result for quality data]:
ORDER,DATE,GOOD,ALL
SU01,15-AUG-2019,214,253
SU02,21-AUG-2019,73,78
SU02,22-AUG-2019,23,23
SU03,23-AUG-2019,115,123
ZO01,16-AUG-2019,106,125
ZO02,21-AUG-2019,9,11
ZO02,22-AUG-2019,41,42
ZP01,19-AUG-2019,100,130
------------------------------
[result for failure data]:
LINE,PLC_STATION_ID,TXNTYPE,SCRAPPED
L1_SA_SU,1,2,5
L1_SA_SU,2,2,5
L1_SA_SU,3,2,5
L1_SA_SU,4,2,3
L1_SA_SU,5,2,1
L1_SA_SU,6,2,3
L1_SA_SU,7,2,2
L1_SA_SU,8,2,19
L2_SA_MU,1,2,3
L2_SA_MU,2,2,3
L2_SA_MU,3,2,9
L2_SA_MU,4,2,9
L2_SA_MU,5,2,4
L2_SA_MU,6,2,1
L2_SA_MU,7,2,17
==============================
Analysing pre dvt 02.csv, result is coming...
==============================
------------------------------
[result for production time]:
ORDER,DATE,START,END,PRODUCTION_TIME
SU01,10/17/2019,2019-10-17 10:03:10,2019-10-17 15:48:42,0 days 05:45:32.000000000
------------------------------
[result for downtime]:
ORDER,DATE,END_DATE_TIME
SU01,10/17/2019,0 days 02:03:50.000000000
------------------------------
[result for cycle time]:
ORDER,DATE,PLC_STATION_ID,count,mean,std,min,25%,50%,75%,max
SU01,10/17/2019,1,67,0 days 00:00:04.014925,0 days 00:00:00.122169,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:04,0 days 00:00:05
SU01,10/17/2019,2,67,0 days 00:00:19.850746,0 days 00:00:11.031983,0 days 00:00:12,0 days 00:00:14,0 days 00:00:15,0 days 00:00:19,0 days 00:01:05
SU01,10/17/2019,3,57,0 days 00:00:16.508771,0 days 00:00:05.616057,0 days 00:00:07,0 days 00:00:14,0 days 00:00:15,0 days 00:00:17,0 days 00:00:47
SU01,10/17/2019,4,56,0 days 00:00:16.642857,0 days 00:00:01.622888,0 days 00:00:05,0 days 00:00:17,0 days 00:00:17,0 days 00:00:17,0 days 00:00:17
SU01,10/17/2019,5,55,0 days 00:00:19.036363,0 days 00:00:05.470336,0 days 00:00:14,0 days 00:00:16,0 days 00:00:17,0 days 00:00:20,0 days 00:00:40
SU01,10/17/2019,6,55,0 days 00:00:11.036363,0 days 00:00:01.216607,0 days 00:00:03,0 days 00:00:11,0 days 00:00:11,0 days 00:00:11,0 days 00:00:12
SU01,10/17/2019,7,53,0 days 00:00:08.830188,0 days 00:00:00.508990,0 days 00:00:06,0 days 00:00:09,0 days 00:00:09,0 days 00:00:09,0 days 00:00:09
SU01,10/17/2019,8,51,0 days 00:00:12.568627,0 days 00:00:07.930333,0 days 00:00:09,0 days 00:00:10,0 days 00:00:11,0 days 00:00:11,0 days 00:00:58
------------------------------
[result for lead time]:
ORDER,DATE,count,mean,std,min,25%,50%,75%,max
SU01,10/17/2019,51,0 days 00:14:45.215686,0 days 00:47:31.504026,0 days 00:03:23,0 days 00:05:17,0 days 00:06:22,0 days 00:08:50,0 days 05:45:32
------------------------------
[result for quality data]:
ORDER,DATE,GOOD,ALL
SU01,10/17/2019,44,67
------------------------------
[result for failure data]:
LINE,PLC_STATION_ID,TXNTYPE,SCRAPPED
L1_SA_SU,3,2,1
L1_SA_SU,4,2,1
L1_SA_SU,6,2,2
L1_SA_SU,7,2,1
L1_SA_SU,8,2,7
